"id","addresse","city","name","postal_code","phone_number"
753,"1, Rue du Dr Archambault","Laxou","Laxou - CPN","54520",NULL
754,"4, Impasse des Caducées","Mérignac","Centre de vaccination de Mérignac","16200","+33676542564"
755,", Esplanade de Tauberbischofsheim","Vitry-le-François","Centre de vaccination de Vitry-le-François - Le Manège","51300","06 07 10 94 53 "
756,"2 a, Rue traslefour","Aigre","Centre de vaccination d'Aigre","16140","+33516095170"
757,"8, Rue Michelet","Châteauroux","Point Santé de Châteauroux - Vaccination COVID-19","36000","0 800 009 110"
758,", Lotissement de la Saulx","Sermaize-les-Bains","Centre de vaccination de Sermaize les Bains, Maison médicale","51250",NULL
759,"1980, Langolvas","Garlan","MORLAIX - Centre de congrès","29610",NULL
760,"5 c, Rue du Soiemont","Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson","Maison médicale de Saint Rémy en Bouzemont","51290",NULL
761,"24, Rue de l'Hermitage","Terres-de-Haute-Charente","Centre de vaccination Terres de Haute Charente","16270","+33545712054"
762,", Avenue de Lavoisier","Orange","Centre Hospitalier d'Orange","84100","+33490112323"
763,"8, Rue de la Mairie","Audincourt","Site Lucine","25400","0363421013"
764,"3, Rue du Friscaty","Thionville","Centre de vaccination de Thionville - CHRMT Bel Air (salle polyvalente à l’entrée de l’hôpital)","57100","+33387345345 "
765,"120, Avenue du Docteur Maurice Donat","Mougins","Hop. privé A. Tzanck- Mougins Sophia Antipolis","06250","04 93 00 15 60"
766,"22, Rue de la sous-Préfecture","Hazebrouck","Centre de vaccination : CH Hazebrouck","59190",NULL
767,", Place Antoine Merle","Roquefort-les-Pins","CPTS des Collines de Valbonne - Site MSP Roquefort Les Pins - Salle Charvet","06330","06 25 75 36 27"
768,"185, Avenue Georges Pompidou","Valbonne","CPTS Valbonne - Salle de la Chênaie","06560","0493123223"
769,"644, Chemin des Combes","Biot","CPTS Des Collines/ Mairie de Biot Salle Gilardi","06410","0698349976"
770,"174, Quai du Parquet","Bonneville","Bonneville - AGORA","74130",NULL
771,"9, Route d’Opio","Le Rouret","CPTS des Collines de Valbonne - site MSP Le Rouret - Maison du Terroir","06650","0493607925"
772,"10, Rue Jean Jaures","Villedieu-sur-Indre","Centre de vaccination public - Salle des fêtes Jean Moulin ","36320","+33805021400"
773,"4, Place de la Halle","Mirande","Centre de vaccination - Maison de santé MIRANDE","32300","+33800541919"
774,"12, Avenue de la Republique","Buzançais","Centre de vaccination public - Salle des fêtes de Buzançais","36500","0 800 009 110"
775,"1, Rue Salle Polyvalente","Dignac","Centre de vaccination de Dignac","16410","+33749197780"
776,"1,  Rue Laurent Fignon","Montigny-le-Bretonneux","Très Grand Centre Communauté d'agglomération de Saint-Quentin-en-Yvelines","78180","+33130161783"
777,"10, Place Marmottan","Bruay-la-Buissière","Centre de vaccination - Centre SDIS Bruay La Buissière, salle Marmottan","62700","+33392043471"
778,"44, Rue Aristide Briand","Les Mureaux","CPTS Val de Seine","78130","+33130912828"
779,"15, Rue des Fosses","Avesnes-le-Comte","Centre de vaccination - Centre SDIS Avesnes Le Comte, Salle Jacques Nirdol","62810","+33392043471"
780,", place des Arènes","Nogaro","Salle d'animation NOGARO","32110","+33800009110"
781,", Place du Bataillon de l'Armagnac","Condom","Salle Pierre de Montesquiou  CONDOM","32100","+33800009110"
782,"8, Les Linandes Pourpres","Cergy","Centre de vaccination Linandes-Cordeliers/site des Linandes","95000","01.34.43.34.44"
783,", Avenue Pierre de Coubertin","Fleurance","Espace culturel et sportif FLEURANCE","32500","+33800009110 "
784,", Allee du 14 Juillet","Samatan","Salle des Fêtes SAMATAN","32130","+33800009110"
785,"3, Rue Camille Desmoulins","Auch","Salle des Cordeliers AUCH","32000","+33800541919"
786,"23, Rue Jean Moulin","Ribérac","Centre de Vaccination CH Ribérac","24600","+33553926203 "
787,"12, Rue Henrionnet","Vouziers","Centre Vaccination - GHSA - Site Vouziers","08400","0613848041"
788,"1, allée du Château","Ars-Laquenexy","Centre de vaccination de Mercy - MHRMT Maison des usagers (niveau 2 zone A)","57530","+33387345345"
789,", Chemin des Bourrely","Marseille","Hôpital Nord","13015","+33491964439"
790,"51, Quai de la Baïse","Nérac","Espace d'Albret Nérac ","47600","+33553697476"
791,"147, Boulevard Baille","Marseille","Hôpital Conception","13005",NULL
792,"1, Rue Docteur et Madame Delmas","Agen","Clinique Esquirol Saint Hilaire","47000","+33553699777"
793,"9, Rue des Sulkys","Châtelaillon-Plage","centre de Chatelaillon","17340","+33546305717"
794,"820, Avenue Yitzhak Rabin","La Seyne-sur-Mer","ESAJ - La Seyne sur Mer","83500","04 94 06 96 00"
795,"4, Rue René Méricam","Aire-sur-l'Adour","Centre de vaccination d'Aire sur l'Adour","40800","07 71 24 77 63"
796,"4, Route de Saint Pons","Bédarieux","BEDARIEUX Clinique 3 Vallées","34600","+33800009110"
797,", Place des Bughes","Clermont-Ferrand","Centre de vaccination municipal de Clermont-Ferrand - Maison des Sports de Clermont-Ferrand","63000","+33473403333"
798,"1, Rue de la Mairie","Cazilhac","MSP ASCLEPIOS - CAZILHAC","11570","+33800541919"
799,"1 bis, Rue Maurice Ravel","Amiens","Centre de Vaccination : Espace Santé Ravel Amiens","80080","+33392043171"
800,"15, Place Joffre","Libourne","Centre de vaccination - CA du Libournais","33500",NULL
801,", Rue de la Prison","Corbie","Centre de vaccination : Maison Médicale de Corbie, Salle municipale de l'enclos","80800","+33392043471"
802,", Avenue Elie Samson - Espace Nougaro","Langon","Centre de vaccination du CH Sud Gironde - LANGON","33210","+33556763450"
803,"2, Rue du Moulin Rouge","Bordeaux","Centre départemental de vaccination - Bordeaux","33000","+33557224660"
804,"36, Cours Mal de Lattre de Tassigny","Lesparre-Médoc","CENTRE DE SANTE POLYVALENT DE LESPARRE","33340","+33556732265"
805,"45, Cours du Maréchal Gallieni","Bordeaux","CENTRE DE SANTE MUTUALISTE GALLIENI","33000","+33557812410"
806,"97, Avenue Georges Clémenceau","Le Bouscat","HOPITAL SUBURBAIN DU BOUSCAT","33110","+33556175099"
807,"1, Rue Nicole Girard-Mangin","Blaye","Maison de santé de Blaye","33390","+33557944240"
808,"46, Avenue Jean Alfonsea","Floirac","NOUVELLE CLINIQUE DU TONDU","33270","+33826963963"
810,", Rue Georges Sand","Le Blanc","Ancienne école Jean Giraudoux - Le Blanc","36300",NULL
811,"611, Chemin du Moulin Neuf","Manosque","Salle Osco-Manosci","04100","04 92 70 34 56"
812,"1, Rue René Deschamps","Drancy","Centre de vaccination - Ecole René Deschamps","93700","06 32 82 33 22"
813,"1, Avenue du Docteur Schaffner","Sevran","CH René Muret AP HP (Sevran)","93270","08 09 10 20 89"
814,"5, Rue du Jard","Bar-sur-Aube","Centre de vaccination de Bar-sur-Aube, MSP","10200","+333 25 92 53 37"
815,", Boulevard de Kirkham","Ancenis-Saint-Géréon","Centre de vaccination - ANCENIS - Salle de la Charbonnière","44150","+33806000344"
816,"16, Boulevard Charles Stoessel","Mulhouse","Centre de vaccination de Mulhouse - Parvis Palais des sports","68200","+33970818161"
817,"126, Boulevard de Plymouth","Brest","BREST - Iroise","29200","+33257180061"
818,"1, Place du Forum","Saint-Louis","Centre de vaccination de Saint-Louis","68300","+33970818161"
819,"16 TER, Route de Louvois","Saint-Martin-sur-le-Pré","Centre de vaccination de Saint Martin sur le Pré - MSP","51520",NULL
820,", Avenue de la Foire aux Vins","Colmar","Centre de vaccination de Colmar - Parc des expositions","68000","+33970818161"
821,"11, Boulevard du Lycée","Privas","Centre de vaccination de Privas - POLE MAURICE GOUNON PRIVAS","07000","+33800009110"
822,"19, Rue Pierre Brossolette","Courbevoie","Ville de Courbevoie","92400","01 71 05 73 58"
823,"88, Avenue de la Breisse . ZAC du Puits D'Ordet","CHALLES LES EAUX","Centre de vaccination COVID du Grand Chambéry","73000","+33978310505"
824,"3, Rue du 8 Mai 1945","Arcueil","Centre municipal de santé - Arcueil","94110","+33146150809"
825,", Centre hospitalier d’Argonne, cour d’honneur du quartier","Sainte-Menehould","Centre de vaccination de Sainte Menehould","51800","03 52 82 97 86"
826,", Cours de la Chicane","Clermont-l'Hérault","CLERMONT L'HERAULT Centre Hospitalier","34800","+33800009110"
827,"280, Avenue de Lodève (1ère étage du pôle santé)","Gignac","GIGNAC CENTRE DE VACCINATION","34150","+33800009110"
828,", Rue Irène Joliot Curie","Ramonville-Saint-Agne","CDV31 Ramonville Saint Agne","31520","+33800541919"
829,", Place de la Mairie","Riez","Centre de vaccination de  RIEZ","04500","06.08.94.95.50 "
830,"230, Parc Morélon - Avenue des Aires","Gréoux-les-Bains","Centre vaccination Gréoux - Salle des Roches Bleues","04800","07 89 94 22 35"
831,"11, avenue Gaston de Fontmichel","Saint-Vallier-de-Thiey","MSP de Saint Vallier de Thiey","06460","08 05 01 66 66"
832,"13, Boulevard Georges Salvago","Roquestéron","MSP de Roquestéron","06910","08 05 01 66 66"
833,"2, Rue Jean Maridor","Port-Jérôme-sur-Seine","Salle L'Escale - Port Saint Jérome","76330","+33800009110"
834,"320, Chemin de la Machine Fixe","Sisteron","Complexe sportif des Marres, SISTERON","04200","04 92 61 58 41"
835,"60, Rue Prosper Alfaric","Decazeville","CH DE DECAZEVILLE","12300","+33800009110"
836,"33, Avenue d'Estaing","Espalion","CHI ESPALION","12500","+33800009110"
837,", Avenue du 8 Mai 1945","Sénas","Centre de vaccination CPTS VAL DURANCE","13560","+33631225351"
838,"4, Place de l'Ancienne Gare","Florac Trois Rivières","MSP FLORAC","48400","+33800541919"
839,", Place Hector Suchetet","Caudebec-lès-Elbeuf","Centre de vaccination Covid-19 du territoire elbeuvien","76320","+33800009110"
840,"14, Rue Antoinette Vernes","Rambouillet","Communauté d'agglomération Rambouillet Territoires","78120","0 800 103 078"
841,"1, Rue du Professeur Calmette","Lille","Centre de vaccination - Centre de ville de Lille","59800","+33320877980"
842,", Place Bad Wiessee","Dourdan","Dourdan CVA","91410","0623919933"
843,"51, Boulevard de Belfort","Lille","Centre de vaccination - Hopital Saint Vincent GHICL","59000","+33320877530"
844,", Chemin du camp Soulel","Saint-Pons-de-Thomières","ST PONS DE THOMIERES CASERNE DES SAPEURS POMPIERS","34220","+33800009110"
845,", La celette","MONESTIERS-MERLINES","Centre Hospitalier du pays d'Eygurande","19340",NULL
846,", Rue Leon Archimbaud","Die","Centre de vaccination de l'hôpital de Die","26150","+33475223291"
847,", Route d'Oupia","Olonzac","OLONZAC CASERNE DES SAPEURS POMPIERS","34210","+33800009110"
848,"130, Rue du Grand But","Lille","Centre de vaccination - Hopital Saint Philibert GHICL ","59000","+33320877530"
849,"39, Rue du 8 Mai 1945","Vence","Centre de vaccination de Vence","06140","+33805016666"
850,", Centre hospitalier La Condamine","Puget-Théniers","Centre de vaccination de Puget Théniers","06260","08 05 01 66 66"
851,"5, Rue Henri Rostagni","L'Escarène","Mairie de l'Escarène","06440","+33492009590"
852,"91, Rue de Lannoy","Lille","Centre de vaccination - centre de Ville de Lille (Fives)","59800","+33392043471"
853,"13, Boulevard Louis Pasteur","Maubeuge","Centre de vaccination - CHSA Maubeuge","59600","+33327698786"
854,"24 bis, Route de la Tuilerie","Langogne","CH Langogne","48300","+33800541919"
855,", Quai du Port","Marseille","Hôtel de Ville de Marseille","13002","3013"
856,"5, Rue Jean Mace","Wasquehal","Centre de vaccination - CPTS de la Marque","59290","+33320657180"
857,"76, Halle Leo Ferré, 76 avenue du 8 mai 1945","Gardanne","Centre de vaccination Gardanne","13120","+33800880950"
858,"6 bis, Rue Favalelli, Théâtre de Bastia","Bastia","Centre Communal ( Péristyle du théâtre) Bastia","20200","+33495559767"
859,", Rue du Stade","Marvejols","MSP MARVEJOLS","48100","+33800541919"
860,", Rue du Jardin Public","Mimizan","Centre de Vaccination de Mimizan","40200",NULL
861,", Chemin d'Agliani","Bastia","Maison de santé Polygone Bastia","20600","+33767630667"
862,"2, Rue Henri Dunant","Montmorillon","CHU POITIERS - Site de MONTMORILLON","86500","+33516604064"
863,", Boulevard Pascal Rossini, espace diamant","Ajaccio","Centre de vaccination Ajaccio / Espace Diamant","20000","+33495292929"
864,"37 bis, Rue de Hirigogne","Anglet","Centre de Vaccination - Ville d'Anglet","64600","+33800800928"
865,"17, Rue de Verdun","Châtellerault","CLINIQUE DE CHATELLERAULT","86100","+33549854744"
866,", Plaine de Peri ustaria","Peri","Centre la Gravone","20167","+33495258191"
867,"8, Place du Foirail","Mende","MSP de Mende","48000","+33800541919"
868,"12bis, Avenue du Jai-Alai","Saint-Jean-Pied-de-Port","Centre de vaccination Saint-Jean-Pied-de-Port","64220","+33559379975"
869,"12, Place de Gaulle","Civray","CENTRE DE CIVRAY","86400","+33788732646"
870,"12, rue du Grand Verger","Dampierre","Centre de Dampierre","39700","+33384868600"
871,"303, Rue Frédéric Sevene","Talence","Centre de vaccination - MSPBx Bagatelle","33400",NULL
872,"9, Boulevard du Général de Gaulle","Biarritz","Centre de vaccination de Biarritz - Halle Iraty","64200","+33800726064"
873,", Route du Pero","Cargèse","MSP Cargèse","20130","+33495517800"
874,"3, Rue de l'Eglise","Valdahon","Centre de vaccination de Valdahon","25800","0757495281"
875,"1bis, Rue du Vieil Hôpital","Arbois","Centre d'Arbois - espace Pasteur","39600","+33384868600"
876,", Chemin Chingaletenea","Saint-Jean-de-Luz","Centre de vaccination Saint Jean de Luz - Bassin de la nivelle ","64500","+33559516199 "
877,", Le chalet moriani","San-Nicolao","Centre Moriani (Plaine orientale Nord)","20230","+33495604021"
878,"3, Place de l'Abbaye","Baume-les-Dames","Centre de vaccination de Baume les Dames","25110","0363421013"
879,", Immeuble U Sognu, RDC Bat B, Route de Calvi","L'Île-Rousse","Centre Maison de santé L'île Rousse","20220","+33756375164"
880,"500, Mignataja","Mignataja, ventiseri","Plaine orientale Sud","20240","+33495604021"
881,"7, Boulevard Champetier de Ribes","Pau","Grand Centre de Vaccination de la Ville de Pau","64000","+33559111046"
882,", Route d’Azieu","Saint-Bonnet-de-Mure","Centre de vaccination de la communauté professionnelle territoriale de santé  -  Salle de la Charpenterie à Saint Bonnet de Mure","69720","+33423101010"
883,"6, Rue Georges Donney","Arzacq-Arraziguet","Centre de santé des Luys-Arzacq","64410","+33533097396"
884,"4, Rue Principale","Poey-de-Lescar","Centre de Vaccination de la Ville de Lescar","64230","+33559815705"
885,"8, Rue Boutet de Monvel","Lunéville","Centre de vaccination Gymnase Boulloche - Lunéville","54300",NULL
886,", Avenue Général de Gaulle","Salins-les-Bains","Centre de Salins les Bains","39110","+33384868600"
887,"4, Rue Alfred Labbé","Mont-Saint-Martin","Centre Hospitalier Mont Saint Martin (3ème étage)","54350",NULL
889,"40, chemin du Gheit","Contes","Centre de vaccination – Maison Pour Tous – Mairie de Contes","06390","+33493790364"
890,"7, Rue de la Faiencerie","Poligny","Centre de Poligny","39800","+33384868600"
891,"77 b, Rue Marx Dormoy","Seclin","Centre de vaccination - CH Seclin (SALLE ROSENBERG)","59113",NULL
892,", Place du Bourg de Merlia","Orgelet","Centre de vaccination d'Orgelet - la Grenette","39270","+33384868600"
893,"281, Rue Pasteur","Les Rousses","Centre de vaccination des Rousses","39220","+33384868600"
894,"67, Boulevard de Belfort","Roubaix","Centre de vaccination - CH Roubaix, Belfort","59100","+33801907116"
895,", Rue du Vertuquet","Neuville-en-Ferrain","Centre de vaccination - Clinique Saint-Roch, Salle Rocheville","59960","+33359032068 "
896,"112, Rue Sadi Carnot","Armentières","Centre de vaccination - CH Armentières","59280","+33320481003"
897,"102, Boulevard Faidherbe","Cambrai","Centre de vaccination - Clinique du Cambresis","59400","+33327724429"
898,", Rue Tien Tsin","Albert","Centre de vaccination - CH ALBERT ","80300","+33392043471"
899,"8, Voie Charles Saint Germain","Woincourt","Centre de vaccination - Communauté de commune VIMEU Baie de la somme","80520","+33322260880"
900,"42, Route de Rue","Crécy-en-Ponthieu","Centre de vaccination - MSP Crécy en Ponthieu","80150","+33392043471"
901,"25, Rue Amand de Vienne","Montdidier","Centre de vaccination - CHIMR EHPAD Lucien Vivien","80500","+33392043171"
902,"2, Rue Docteur Alexandre Remond","Roye","Centre de vaccination - CHIMR Roye (MSP)","80700","+33392043471"
903,"2 ter, Rue de l’Eau","Pont-de-Metz","Centre de vaccination - CPTS Grand Amiens","80480","+33392043471"
904,", Rue Claude","Desvres","Centre de vaccination - Centre SDIS Desvres, Ancienne maison intercommunale des services, Rue Claude et rue de la gare","62240","+33392043471"
905,", Rue de l'Isle","Lumbres","Centre de vaccination - Centre SDIS Lumbres, Salle Leio Lagrang","62380","+33392043471"
906,"1 bis, Rue des Faiences","Sinceny","Centre de vaccination - MSP de la faïencerie","02300","+33374721178"
907,", Route de Meurchin","Carvin","Centre de vaccination - CH Carvin, Salle Le Patio","62220",NULL
